x,y,vx,vy,paddle.y
362,112,-2,-2,112
360,110,-2,-2,110
358,108,-2,-2,108
356,106,-2,-2,106
354,104,-2,-2,104
352,102,-2,-2,102
350,100,-2,-2,100
348,98,-2,-2,98
346,96,-2,-2,96
344,94,-2,-2,94
342,92,-2,-2,92
340,90,-2,-2,90
338,88,-2,-2,88
336,86,-2,-2,86
334,84,-2,-2,84
332,82,-2,-2,82
330,80,-2,-2,80
328,78,-2,-2,78
326,76,-2,-2,76
324,74,-2,-2,74
322,72,-2,-2,72
320,70,-2,-2,70
318,68,-2,-2,70
316,66,-2,-2,70
314,64,-2,-2,70
312,62,-2,-2,70
310,60,-2,-2,70
308,58,-2,-2,70
306,56,-2,-2,70
304,54,-2,-2,70
302,52,-2,-2,70
300,50,-2,-2,70
298,48,-2,-2,70
296,46,-2,-2,70
294,44,-2,-2,70
292,42,-2,-2,70
290,40,-2,-2,70
288,38,-2,-2,70
286,36,-2,-2,70
284,34,-2,-2,70
282,32,-2,-2,70
280,30,-2,-2,70
280,30,-2,2,70
278,32,-2,2,70
276,34,-2,2,70
274,36,-2,2,70
272,38,-2,2,70
270,40,-2,2,70
268,42,-2,2,70
266,44,-2,2,70
264,46,-2,2,70
262,48,-2,2,70
260,50,-2,2,70
258,52,-2,2,70
256,54,-2,2,70
254,56,-2,2,70
252,58,-2,2,70
250,60,-2,2,70
248,62,-2,2,70
246,64,-2,2,70
244,66,-2,2,70
242,68,-2,2,70
240,70,-2,2,70
238,72,-2,2,72
236,74,-2,2,74
234,76,-2,2,76
232,78,-2,2,78
230,80,-2,2,80
228,82,-2,2,82
226,84,-2,2,84
224,86,-2,2,86
222,88,-2,2,88
220,90,-2,2,90
218,92,-2,2,92
216,94,-2,2,94
214,96,-2,2,96
212,98,-2,2,98
210,100,-2,2,100
208,102,-2,2,102
206,104,-2,2,104
204,106,-2,2,106
202,108,-2,2,108
200,110,-2,2,110
198,112,-2,2,112
196,114,-2,2,114
194,116,-2,2,116
192,118,-2,2,118
190,120,-2,2,120
188,122,-2,2,122
186,124,-2,2,124
184,126,-2,2,126
182,128,-2,2,128
180,130,-2,2,130
178,132,-2,2,132
176,134,-2,2,134
174,136,-2,2,136
172,138,-2,2,138
170,140,-2,2,140
168,142,-2,2,142
166,144,-2,2,144
164,146,-2,2,146
162,148,-2,2,148
160,150,-2,2,150
158,152,-2,2,152
156,154,-2,2,154
154,156,-2,2,156
152,158,-2,2,158
150,160,-2,2,160
148,162,-2,2,162
146,164,-2,2,164
144,166,-2,2,166
142,168,-2,2,168
140,170,-2,2,170
138,172,-2,2,172
136,174,-2,2,174
134,176,-2,2,176
132,178,-2,2,178
130,180,-2,2,180
128,182,-2,2,182
126,184,-2,2,184
124,186,-2,2,186
122,188,-2,2,188
120,190,-2,2,190
118,192,-2,2,192
116,194,-2,2,194
114,196,-2,2,196
112,198,-2,2,198
110,200,-2,2,200
108,202,-2,2,202
106,204,-2,2,204
104,206,-2,2,206
102,208,-2,2,208
100,210,-2,2,210
98,212,-2,2,212
96,214,-2,2,214
94,216,-2,2,216
92,218,-2,2,218
90,220,-2,2,220
88,222,-2,2,222
86,224,-2,2,224
84,226,-2,2,226
82,228,-2,2,228
80,230,-2,2,230
78,232,-2,2,232
76,234,-2,2,234
74,236,-2,2,236
72,238,-2,2,238
70,240,-2,2,240
68,242,-2,2,242
66,244,-2,2,244
64,246,-2,2,246
62,248,-2,2,248
60,250,-2,2,250
58,252,-2,2,252
56,254,-2,2,254
54,256,-2,2,256
52,258,-2,2,258
50,260,-2,2,260
48,262,-2,2,262
46,264,-2,2,264
44,266,-2,2,266
42,268,-2,2,268
40,270,-2,2,270
38,272,-2,2,272
36,274,-2,2,274
34,276,-2,2,276
32,278,-2,2,278
30,280,-2,2,280
30,280,2,2,280
32,282,2,2,282
34,284,2,2,284
36,286,2,2,286
38,288,2,2,288
40,290,2,2,290
42,292,2,2,292
44,294,2,2,294
46,296,2,2,296
48,298,2,2,298
50,300,2,2,300
52,302,2,2,302
54,304,2,2,304
56,306,2,2,306
58,308,2,2,308
60,310,2,2,310
62,312,2,2,312
64,314,2,2,314
66,316,2,2,316
68,318,2,2,318
70,320,2,2,320
72,322,2,2,322
74,324,2,2,324
76,326,2,2,326
78,328,2,2,328
80,330,2,2,330
82,332,2,2,332
84,334,2,2,334
86,336,2,2,336
88,338,2,2,338
90,340,2,2,340
92,342,2,2,342
94,344,2,2,344
96,346,2,2,346
98,348,2,2,348
100,350,2,2,350
102,352,2,2,352
104,354,2,2,354
106,356,2,2,356
108,358,2,2,358
110,360,2,2,360
112,362,2,2,362
114,364,2,2,364
116,366,2,2,366
118,368,2,2,368
120,370,2,2,370
122,372,2,2,372
124,374,2,2,374
126,376,2,2,376
128,378,2,2,378
130,380,2,2,380
132,382,2,2,382
134,384,2,2,384
136,386,2,2,386
138,388,2,2,388
140,390,2,2,390
142,392,2,2,392
144,394,2,2,394
146,396,2,2,396
148,398,2,2,398
150,400,2,2,400
152,402,2,2,402
154,404,2,2,404
156,406,2,2,406
158,408,2,2,408
160,410,2,2,410
162,412,2,2,412
164,414,2,2,414
166,416,2,2,416
168,418,2,2,418
170,420,2,2,420
172,422,2,2,422
174,424,2,2,424
176,426,2,2,426
178,428,2,2,428
180,430,2,2,430
182,432,2,2,432
184,434,2,2,434
186,436,2,2,436
188,438,2,2,438
190,440,2,2,440
192,442,2,2,442
194,444,2,2,444
196,446,2,2,446
198,448,2,2,448
200,450,2,2,450
202,452,2,2,452
204,454,2,2,454
206,456,2,2,456
208,458,2,2,458
210,460,2,2,460
212,462,2,2,462
214,464,2,2,464
216,466,2,2,466
218,468,2,2,468
220,470,2,2,470
222,472,2,2,472
224,474,2,2,474
226,476,2,2,476
228,478,2,2,478
230,480,2,2,480
232,482,2,2,482
234,484,2,2,484
236,486,2,2,486
238,488,2,2,488
240,490,2,2,490
242,492,2,2,492
244,494,2,2,494
246,496,2,2,496
248,498,2,2,498
250,500,2,2,500
252,502,2,2,502
254,504,2,2,504
256,506,2,2,506
258,508,2,2,508
260,510,2,2,510
262,512,2,2,512
264,514,2,2,514
266,516,2,2,516
268,518,2,2,518
270,520,2,2,520
272,522,2,2,522
274,524,2,2,524
276,526,2,2,526
278,528,2,2,528
280,530,2,2,530
282,532,2,2,530
284,534,2,2,530
286,536,2,2,530
288,538,2,2,530
290,540,2,2,530
292,542,2,2,530
294,544,2,2,530
296,546,2,2,530
298,548,2,2,530
300,550,2,2,530
302,552,2,2,530
304,554,2,2,530
306,556,2,2,530
308,558,2,2,530
310,560,2,2,530
312,562,2,2,530
314,564,2,2,530
316,566,2,2,530
318,568,2,2,530
320,570,2,2,530
320,570,2,-2,530
322,568,2,-2,530
324,566,2,-2,530
326,564,2,-2,530
328,562,2,-2,530
330,560,2,-2,530
332,558,2,-2,530
334,556,2,-2,530
336,554,2,-2,530
338,552,2,-2,530
340,550,2,-2,530
342,548,2,-2,530
344,546,2,-2,530
346,544,2,-2,530
348,542,2,-2,530
350,540,2,-2,530
352,538,2,-2,530
354,536,2,-2,530
356,534,2,-2,530
358,532,2,-2,530
360,530,2,-2,530
362,528,2,-2,528
364,526,2,-2,526
366,524,2,-2,524
368,522,2,-2,522
370,520,2,-2,520
372,518,2,-2,518
374,516,2,-2,516
376,514,2,-2,514
378,512,2,-2,512
380,510,2,-2,510
382,508,2,-2,508
384,506,2,-2,506
386,504,2,-2,504
388,502,2,-2,502
390,500,2,-2,500
392,498,2,-2,498
394,496,2,-2,496
396,494,2,-2,494
398,492,2,-2,492
400,490,2,-2,490
402,488,2,-2,488
404,486,2,-2,486
406,484,2,-2,484
408,482,2,-2,482
410,480,2,-2,480
412,478,2,-2,478
414,476,2,-2,476
416,474,2,-2,474
418,472,2,-2,472
420,470,2,-2,470
422,468,2,-2,468
424,466,2,-2,466
426,464,2,-2,464
428,462,2,-2,462
430,460,2,-2,460
432,458,2,-2,458
434,456,2,-2,456
436,454,2,-2,454
438,452,2,-2,452
440,450,2,-2,450
442,448,2,-2,448
444,446,2,-2,446
446,444,2,-2,444
448,442,2,-2,442
450,440,2,-2,440
452,438,2,-2,438
454,436,2,-2,436
456,434,2,-2,434
458,432,2,-2,432
460,430,2,-2,430
462,428,2,-2,428
464,426,2,-2,426
466,424,2,-2,424
468,422,2,-2,422
470,420,2,-2,420
472,418,2,-2,418
474,416,2,-2,416
476,414,2,-2,414
478,412,2,-2,412
480,410,2,-2,410
482,408,2,-2,408
484,406,2,-2,406
486,404,2,-2,404
488,402,2,-2,402
490,400,2,-2,400
492,398,2,-2,398
494,396,2,-2,396
496,394,2,-2,394
498,392,2,-2,392
500,390,2,-2,390
502,388,2,-2,388
504,386,2,-2,386
506,384,2,-2,384
508,382,2,-2,382
510,380,2,-2,380
512,378,2,-2,378
514,376,2,-2,376
516,374,2,-2,374
518,372,2,-2,372
520,370,2,-2,370
522,368,2,-2,368
524,366,2,-2,366
526,364,2,-2,364
528,362,2,-2,362
530,360,2,-2,360
532,358,2,-2,358
534,356,2,-2,356
536,354,2,-2,354
538,352,2,-2,352
540,350,2,-2,350
542,348,2,-2,348
544,346,2,-2,346
546,344,2,-2,344
548,342,2,-2,342
550,340,2,-2,340
552,338,2,-2,338
554,336,2,-2,336
556,334,2,-2,334
558,332,2,-2,332
560,330,2,-2,330
562,328,2,-2,328
564,326,2,-2,326
566,324,2,-2,324
568,322,2,-2,322
570,320,2,-2,320
572,318,2,-2,318
574,316,2,-2,316
576,314,2,-2,314
578,312,2,-2,312
580,310,2,-2,310
582,308,2,-2,308
584,306,2,-2,306
586,304,2,-2,304
588,302,2,-2,302
590,300,2,-2,300
592,298,2,-2,298
594,296,2,-2,296
596,294,2,-2,294
598,292,2,-2,292
600,290,2,-2,290
602,288,2,-2,288
604,286,2,-2,286
606,284,2,-2,284
608,282,2,-2,282
610,280,2,-2,280
612,278,2,-2,278
614,276,2,-2,276
616,274,2,-2,274
618,272,2,-2,272
620,270,2,-2,270
622,268,2,-2,268
624,266,2,-2,266
626,264,2,-2,264
628,262,2,-2,262
630,260,2,-2,260
632,258,2,-2,258
634,256,2,-2,256
636,254,2,-2,254
638,252,2,-2,252
640,250,2,-2,250
642,248,2,-2,248
644,246,2,-2,246
646,244,2,-2,244
648,242,2,-2,242
650,240,2,-2,240
652,238,2,-2,238
654,236,2,-2,236
656,234,2,-2,234
658,232,2,-2,232
660,230,2,-2,230
662,228,2,-2,228
664,226,2,-2,226
666,224,2,-2,224
668,222,2,-2,222
670,220,2,-2,220
672,218,2,-2,218
674,216,2,-2,216
676,214,2,-2,214
678,212,2,-2,212
680,210,2,-2,210
682,208,2,-2,208
684,206,2,-2,206
686,204,2,-2,204
688,202,2,-2,202
690,200,2,-2,200
692,198,2,-2,198
694,196,2,-2,196
696,194,2,-2,194
698,192,2,-2,192
700,190,2,-2,190
702,188,2,-2,188
704,186,2,-2,186
706,184,2,-2,184
708,182,2,-2,182
710,180,2,-2,180
712,178,2,-2,178
714,176,2,-2,176
716,174,2,-2,174
718,172,2,-2,172
720,170,2,-2,170
722,168,2,-2,168
724,166,2,-2,166
726,164,2,-2,164
728,162,2,-2,162
730,160,2,-2,160
732,158,2,-2,158
734,156,2,-2,156
736,154,2,-2,154
738,152,2,-2,152
740,150,2,-2,150
742,148,2,-2,148
744,146,2,-2,146
746,144,2,-2,144
748,142,2,-2,142
750,140,2,-2,140
752,138,2,-2,138
754,136,2,-2,136
756,134,2,-2,134
758,132,2,-2,132
760,130,2,-2,130
762,128,2,-2,128
764,126,2,-2,126
766,124,2,-2,124
768,122,2,-2,122
770,120,2,-2,120
772,118,2,-2,118
774,116,2,-2,116
776,114,2,-2,114
778,112,2,-2,112
780,110,2,-2,110
782,108,2,-2,108
784,106,2,-2,106
786,104,2,-2,104
788,102,2,-2,102
790,100,2,-2,100
792,98,2,-2,98
794,96,2,-2,96
796,94,2,-2,94
798,92,2,-2,92
800,90,2,-2,90
802,88,2,-2,88
804,86,2,-2,86
806,84,2,-2,84
808,82,2,-2,82
810,80,2,-2,80
812,78,2,-2,78
814,76,2,-2,76
816,74,2,-2,74
818,72,2,-2,72
820,70,2,-2,70
822,68,2,-2,70
824,66,2,-2,70
826,64,2,-2,70
828,62,2,-2,70
830,60,2,-2,70
832,58,2,-2,70
834,56,2,-2,70
836,54,2,-2,70
838,52,2,-2,70
840,50,2,-2,70
842,48,2,-2,70
844,46,2,-2,70
846,44,2,-2,70
848,42,2,-2,70
850,40,2,-2,70
852,38,2,-2,70
854,36,2,-2,70
856,34,2,-2,70
858,32,2,-2,70
860,30,2,-2,70
860,30,2,2,70
862,32,2,2,70
864,34,2,2,70
866,36,2,2,70
868,38,2,2,70
870,40,2,2,70
872,42,2,2,70
874,44,2,2,70
876,46,2,2,70
878,48,2,2,70
880,50,2,2,70
882,52,2,2,70
884,54,2,2,70
886,56,2,2,70
888,58,2,2,70
890,60,2,2,70
892,62,2,2,70
894,64,2,2,70
896,66,2,2,70
898,68,2,2,70
900,70,2,2,70
902,72,2,2,72
904,74,2,2,74
906,76,2,2,76
908,78,2,2,78
910,80,2,2,80
912,82,2,2,82
914,84,2,2,84
916,86,2,2,86
918,88,2,2,88
920,90,2,2,90
922,92,2,2,92
924,94,2,2,94
926,96,2,2,96
928,98,2,2,98
930,100,2,2,100
932,102,2,2,102
934,104,2,2,104
936,106,2,2,106
938,108,2,2,108
940,110,2,2,110
942,112,2,2,112
944,114,2,2,114
946,116,2,2,116
948,118,2,2,118
950,120,2,2,120
952,122,2,2,122
954,124,2,2,124
956,126,2,2,126
958,128,2,2,128
960,130,2,2,130
962,132,2,2,132
964,134,2,2,134
966,136,2,2,136
968,138,2,2,138
970,140,2,2,140
972,142,2,2,142
974,144,2,2,144
976,146,2,2,146
978,148,2,2,148
980,150,2,2,150
982,152,2,2,152
984,154,2,2,154
986,156,2,2,156
988,158,2,2,158
990,160,2,2,160
992,162,2,2,162
994,164,2,2,164
996,166,2,2,166
998,168,2,2,168
1000,170,2,2,170
1002,172,2,2,172
1004,174,2,2,174
1006,176,2,2,176
1008,178,2,2,178
1010,180,2,2,180
1012,182,2,2,182
1014,184,2,2,184
1016,186,2,2,186
1018,188,2,2,188
1020,190,2,2,190
1022,192,2,2,192
1024,194,2,2,194
1026,196,2,2,196
1028,198,2,2,198
1030,200,2,2,200
1032,202,2,2,202
1034,204,2,2,204
1036,206,2,2,206
1038,208,2,2,208
1040,210,2,2,210
1042,212,2,2,212
1044,214,2,2,214
1046,216,2,2,216
1048,218,2,2,218
1050,220,2,2,220
1052,222,2,2,222
1054,224,2,2,224
1056,226,2,2,226
1058,228,2,2,228
1060,230,2,2,230
1062,232,2,2,232
1064,234,2,2,234
1066,236,2,2,236
1068,238,2,2,238
1070,240,2,2,240
1072,242,2,2,242
1074,244,2,2,244
1076,246,2,2,246
1078,248,2,2,248
1080,250,2,2,250
1082,252,2,2,252
1084,254,2,2,254
1086,256,2,2,256
1088,258,2,2,258
1090,260,2,2,260
1092,262,2,2,262
1094,264,2,2,264
1096,266,2,2,266
1098,268,2,2,268
1100,270,2,2,270
1102,272,2,2,272
1104,274,2,2,274
1106,276,2,2,276
1108,278,2,2,278
1110,280,2,2,280
1112,282,2,2,282
1114,284,2,2,284
1116,286,2,2,286
1118,288,2,2,288
1120,290,2,2,290
1122,292,2,2,292
1124,294,2,2,294
1126,296,2,2,296
1128,298,2,2,298
1130,300,2,2,300
1132,302,2,2,302
1134,304,2,2,304
1136,306,2,2,306
1138,308,2,2,308
1140,310,2,2,310
1142,312,2,2,312
1144,314,2,2,314
1146,316,2,2,316
1148,318,2,2,318
1150,320,2,2,320
1152,322,2,2,322
1154,324,2,2,324
1156,326,2,2,326
1158,328,2,2,328
1160,330,2,2,330
1162,332,2,2,332
1164,334,2,2,334
1166,336,2,2,336
1168,338,2,2,338
1170,340,2,2,340
1170,340,-2,2,340
1168,342,-2,2,342
1166,344,-2,2,344
1164,346,-2,2,346
1162,348,-2,2,348
1160,350,-2,2,350
1158,352,-2,2,352
1156,354,-2,2,354
1154,356,-2,2,356
1152,358,-2,2,358
1150,360,-2,2,360
1148,362,-2,2,362
1146,364,-2,2,364
1144,366,-2,2,366
1142,368,-2,2,368
1140,370,-2,2,370
1138,372,-2,2,372
1136,374,-2,2,374
1134,376,-2,2,376
1132,378,-2,2,378
1130,380,-2,2,380
1128,382,-2,2,382
1126,384,-2,2,384
1124,386,-2,2,386
1122,388,-2,2,388
1120,390,-2,2,390
1118,392,-2,2,392
1116,394,-2,2,394
1114,396,-2,2,396
1112,398,-2,2,398
1110,400,-2,2,400
1108,402,-2,2,402
1106,404,-2,2,404
1104,406,-2,2,406
1102,408,-2,2,408
1100,410,-2,2,410
1098,412,-2,2,412
1096,414,-2,2,414
1094,416,-2,2,416
1092,418,-2,2,418
1090,420,-2,2,420
1088,422,-2,2,422
1086,424,-2,2,424
1084,426,-2,2,426
1082,428,-2,2,428
1080,430,-2,2,430
1078,432,-2,2,432
1076,434,-2,2,434
1074,436,-2,2,436
1072,438,-2,2,438
1070,440,-2,2,440
1068,442,-2,2,442
1066,444,-2,2,444
1064,446,-2,2,446
1062,448,-2,2,448
1060,450,-2,2,450
1058,452,-2,2,452
1056,454,-2,2,454
1054,456,-2,2,456
1052,458,-2,2,458
1050,460,-2,2,460
1048,462,-2,2,462
1046,464,-2,2,464
1044,466,-2,2,466
1042,468,-2,2,468
1040,470,-2,2,470
1038,472,-2,2,472
1036,474,-2,2,474
1034,476,-2,2,476
1032,478,-2,2,478
1030,480,-2,2,480
1028,482,-2,2,482
1026,484,-2,2,484
1024,486,-2,2,486
1022,488,-2,2,488
1020,490,-2,2,490
1018,492,-2,2,492
1016,494,-2,2,494
1014,496,-2,2,496
1012,498,-2,2,498
1010,500,-2,2,500
1008,502,-2,2,502
1006,504,-2,2,504
1004,506,-2,2,506
1002,508,-2,2,508
1000,510,-2,2,510
998,512,-2,2,512
996,514,-2,2,514
994,516,-2,2,516
992,518,-2,2,518
990,520,-2,2,520
988,522,-2,2,522
986,524,-2,2,524
984,526,-2,2,526
982,528,-2,2,528
980,530,-2,2,530
978,532,-2,2,530
976,534,-2,2,530
974,536,-2,2,530
972,538,-2,2,530
970,540,-2,2,530
968,542,-2,2,530
966,544,-2,2,530
964,546,-2,2,530
962,548,-2,2,530
960,550,-2,2,530
958,552,-2,2,530
956,554,-2,2,530
954,556,-2,2,530
952,558,-2,2,530
950,560,-2,2,530
948,562,-2,2,530
946,564,-2,2,530
944,566,-2,2,530
942,568,-2,2,530
940,570,-2,2,530
940,570,-2,-2,530
938,568,-2,-2,530
936,566,-2,-2,530
934,564,-2,-2,530
932,562,-2,-2,530
930,560,-2,-2,530
928,558,-2,-2,530
926,556,-2,-2,530
924,554,-2,-2,530
922,552,-2,-2,530
920,550,-2,-2,530
918,548,-2,-2,530
916,546,-2,-2,530
914,544,-2,-2,530
912,542,-2,-2,530
910,540,-2,-2,530
908,538,-2,-2,530
906,536,-2,-2,530
904,534,-2,-2,530
902,532,-2,-2,530
900,530,-2,-2,530
898,528,-2,-2,528
896,526,-2,-2,526
894,524,-2,-2,524
892,522,-2,-2,522
890,520,-2,-2,520
888,518,-2,-2,518
886,516,-2,-2,516
884,514,-2,-2,514
